front,back,lemma,pos,gender,plural,plural_display,plural_alternatives,translations,translation_source,example,example_cloze,frequency,book
abstoßendsen,,abstoßendsen,ADJ,,,,,,,"Für den Bruchteil einer Sekunde glaubte Harry, er würde durch ein Fenster blicken, ein Fenster, hinter dem eine alte Frau mit schwarzer Haube schrie und schrie, als ob sie gefoltert würde - dann erkannte er, dass es nichts weiter war als ein lebensgroßes Porträt, allerdings das wirklichkeitsgetreuste und abstoßendste, das er je gesehen hatte.","Für den Bruchteil einer Sekunde glaubte Harry, er würde durch ein Fenster blicken, ein Fenster, hinter dem eine alte Frau mit schwarzer Haube schrie und schrie, als ob sie gefoltert würde - dann erkannte er, dass es nichts weiter war als ein lebensgroßes Porträt, allerdings das wirklichkeitsgetreuste und {{c1::abstoßendste}}, das er je gesehen hatte.",1,05_harry_potter_und_der_orden_des_phoenix
adressiert,,adressiert,ADJ,,,,,,,Lupin versiegelte einen an die Dursleys adressierten Brief.,Lupin versiegelte einen an die Dursleys {{c1::adressierten}} Brief.,1,05_harry_potter_und_der_orden_des_phoenix
akademisch,,akademisch,ADJ,,,,,,,"»Aber wir sind der Meinung, dass unsere Zukunft nicht in der Welt akademischer Leistungen liegt.«","»Aber wir sind der Meinung, dass unsere Zukunft nicht in der Welt {{c1::akademischer}} Leistungen liegt.«",1,05_harry_potter_und_der_orden_des_phoenix
aktentaschenbewehrt,,aktentaschenbewehrt,ADJ,,,,,,,Sie stiegen an einer Station im Herzen Londons aus und wurden von einer Welle anzugtragender Männer und aktentaschenbewehrter Frauen aus dem Zug geschwemmt.,Sie stiegen an einer Station im Herzen Londons aus und wurden von einer Welle anzugtragender Männer und {{c1::aktentaschenbewehrter}} Frauen aus dem Zug geschwemmt.,1,05_harry_potter_und_der_orden_des_phoenix
alld,,alld,ADJ,,,,,,,"Wenn es bei alldem noch etwas gebraucht hatte, um Harrys Glück perfekt zu machen, dann war es die Art und Weise, wie Malfoy, Crabbe und Goyle reagierten.","Wenn es bei {{c1::alldem}} noch etwas gebraucht hatte, um Harrys Glück perfekt zu machen, dann war es die Art und Weise, wie Malfoy, Crabbe und Goyle reagierten.",2,05_harry_potter_und_der_orden_des_phoenix
alle,,alle,ADJ,,,,,,,"Allen Schülerorganisationen, Gesellschaften, Mannschaften, Gruppen oder Klubs ist es verboten, ohne Wissen und Genehmigung der Großinquisitorin tätig zu sein.","{{c1::Allen}} Schülerorganisationen, Gesellschaften, Mannschaften, Gruppen oder Klubs ist es verboten, ohne Wissen und Genehmigung der Großinquisitorin tätig zu sein.",1,05_harry_potter_und_der_orden_des_phoenix
allerältest,,allerältest,ADJ,,,,,,,"Er verwies Harry an den scheinbar allerältesten und kahlköpfigsten Prüfer, der hinter einem kleinen Tisch in der gegenüberliegenden Ecke saß, nicht weit von Professor Marchbanks, die mitten in der Prüfung von Draco Malfoy steckte.","Er verwies Harry an den scheinbar {{c1::allerältesten}} und kahlköpfigsten Prüfer, der hinter einem kleinen Tisch in der gegenüberliegenden Ecke saß, nicht weit von Professor Marchbanks, die mitten in der Prüfung von Draco Malfoy steckte.",1,05_harry_potter_und_der_orden_des_phoenix
alphabetisch,,alphabetisch,ADJ,,,,,,,"Während kleine Schülergruppen in alphabetischer Reihenfolge aufgerufen wurden, murmelten die Wartenden Beschwörungsformeln und übten Zauberstabbewegungen, wobei sie sich manchmal versehentlich gegenseitig in den Rücken oder ins Auge stachen.","Während kleine Schülergruppen in {{c1::alphabetischer}} Reihenfolge aufgerufen wurden, murmelten die Wartenden Beschwörungsformeln und übten Zauberstabbewegungen, wobei sie sich manchmal versehentlich gegenseitig in den Rücken oder ins Auge stachen.",1,05_harry_potter_und_der_orden_des_phoenix
alternativ,,alternativ,ADJ,,,,,,,"ähm ... alternativer Medizin ... ich meine, manche von diesen alten Muggelheilmethoden ... also, es heißt Fäden, Molly, und sie wirken sehr gut bei - bei Muggelwunden —«","ähm ... {{c1::alternativer}} Medizin ... ich meine, manche von diesen alten Muggelheilmethoden ... also, es heißt Fäden, Molly, und sie wirken sehr gut bei - bei Muggelwunden —«",1,05_harry_potter_und_der_orden_des_phoenix
altersfleckig,,altersfleckig,ADJ,,,,,,,"Dort in der Düsternis hing ein gesprungener, altersfleckiger Spiegel.","Dort in der Düsternis hing ein gesprungener, {{c1::altersfleckiger}} Spiegel.",1,05_harry_potter_und_der_orden_des_phoenix
altersgemäß,,altersgemäß,ADJ,,,,,,,"Ihre früheren Lehrer in diesem Fach mögen Ihnen mehr Narrenfreiheit eingeräumt haben, aber da keiner von ihnen - vielleicht mit Ausnahme Professor Quirrells, der sich zumindest auf altersgemäße Themen beschränkt zu haben scheint - eine Inspektion des Ministeriums bestanden hätte -«","Ihre früheren Lehrer in diesem Fach mögen Ihnen mehr Narrenfreiheit eingeräumt haben, aber da keiner von ihnen - vielleicht mit Ausnahme Professor Quirrells, der sich zumindest auf {{c1::altersgemäße}} Themen beschränkt zu haben scheint - eine Inspektion des Ministeriums bestanden hätte -«",1,05_harry_potter_und_der_orden_des_phoenix
altersgeschwärzt,,altersgeschwärzt,ADJ,,,,,,,"Sie warfen ein flackerndes, spärliches Licht über die sich abschälenden Tapeten und den verschlissenen Teppich einer langen, düsteren Eingangshalle, an deren Decke ein von Spinnweben überzogener Kronleuchter glomm und an deren Wänden schiefe, altersgeschwärzte Porträts hingen.","Sie warfen ein flackerndes, spärliches Licht über die sich abschälenden Tapeten und den verschlissenen Teppich einer langen, düsteren Eingangshalle, an deren Decke ein von Spinnweben überzogener Kronleuchter glomm und an deren Wänden schiefe, {{c1::altersgeschwärzte}} Porträts hingen.",1,05_harry_potter_und_der_orden_des_phoenix
amnesisch,,amnesisch,ADJ,,,,,,,"Allerdings schien es ein wenig besser geworden zu sein, seit sie begonnen hatte, reichliche Mengen von Dr. Salbaders amnesischer Salbe aufzutragen.","Allerdings schien es ein wenig besser geworden zu sein, seit sie begonnen hatte, reichliche Mengen von Dr. Salbaders {{c1::amnesischer}} Salbe aufzutragen.",1,05_harry_potter_und_der_orden_des_phoenix
anerkannt,,anerkannt,ADJ,,,,,,,"»Der ständige Wechsel der Lehrer, von denen einige offenbar keinem vom Ministerium anerkannten Lehrplan gefolgt sind, hat leider dazu geführt, dass Sie weit unter dem Niveau sind, das wir in Ihrem ZAG-Jahr erwarten würden.","»Der ständige Wechsel der Lehrer, von denen einige offenbar keinem vom Ministerium {{c1::anerkannten}} Lehrplan gefolgt sind, hat leider dazu geführt, dass Sie weit unter dem Niveau sind, das wir in Ihrem ZAG-Jahr erwarten würden.",2,05_harry_potter_und_der_orden_des_phoenix
angeheiratet,,angeheiratet,ADJ,,,,,,,Molly ist eine angeheiratete Cousine von mir und Arthur ist so was wie mein Onkel zweiten Grades.,Molly ist eine {{c1::angeheiratete}} Cousine von mir und Arthur ist so was wie mein Onkel zweiten Grades.,1,05_harry_potter_und_der_orden_des_phoenix
angemischt,,angemischt,ADJ,,,,,,,"Sein Trank war nicht übler gewesen als das Gemisch von Ron, das inzwischen einen Gestank nach faulen Eiern von sich gab; oder als das von Neville, das die Festigkeit von gerade angemischtem Zement erreicht hatte und das Neville jetzt aus seinem Kessel herausmeißeln musste;","Sein Trank war nicht übler gewesen als das Gemisch von Ron, das inzwischen einen Gestank nach faulen Eiern von sich gab; oder als das von Neville, das die Festigkeit von gerade {{c1::angemischtem}} Zement erreicht hatte und das Neville jetzt aus seinem Kessel herausmeißeln musste;",1,05_harry_potter_und_der_orden_des_phoenix
angestammt,,angestammt,ADJ,,,,,,,"»Kreacher würde niemals etwas von seinem angestammten Platz im Hause seines Herrn entfernen«, sagte der Elf und fügte hastig murmelnd hinzu:","»Kreacher würde niemals etwas von seinem {{c1::angestammten}} Platz im Hause seines Herrn entfernen«, sagte der Elf und fügte hastig murmelnd hinzu:",2,05_harry_potter_und_der_orden_des_phoenix
angewandt,,angewandt,ADJ,,,,,,,"Unaufhebbare Flüche, Hexereien, nicht korrekt angewandte Zauber usw.","Unaufhebbare Flüche, Hexereien, nicht korrekt {{c1::angewandte}} Zauber usw.",1,05_harry_potter_und_der_orden_des_phoenix
animiert,,animiert,ADJ,,,,,,,"Sirius und Lupin hatten Harry eine hervorragende Buchreihe geschenkt, die den Titel Praktische defensive Magie und ihr Einsatz gegen die dunklen Künste trug und fabelhafte animierte Farbillustrationen aller darin beschriebenen Gegenflüche und - zauber enthielt.","Sirius und Lupin hatten Harry eine hervorragende Buchreihe geschenkt, die den Titel Praktische defensive Magie und ihr Einsatz gegen die dunklen Künste trug und fabelhafte {{c1::animierte}} Farbillustrationen aller darin beschriebenen Gegenflüche und - zauber enthielt.",1,05_harry_potter_und_der_orden_des_phoenix
anzugtragend,,anzugtragend,ADJ,,,,,,,Sie stiegen an einer Station im Herzen Londons aus und wurden von einer Welle anzugtragender Männer und aktentaschenbewehrter Frauen aus dem Zug geschwemmt.,Sie stiegen an einer Station im Herzen Londons aus und wurden von einer Welle {{c1::anzugtragender}} Männer und aktentaschenbewehrter Frauen aus dem Zug geschwemmt.,1,05_harry_potter_und_der_orden_des_phoenix
arbeitssparend,,arbeitssparend,ADJ,,,,,,,"Mad-Eye Moody hockte inzwischen am Küchentisch und trank mit kräftigen Schlucken aus einem Flachmann, rollte sein Auge in alle Richtungen und begutachtete die vielen arbeitssparenden Gerätschaften der Dursleys.","Mad-Eye Moody hockte inzwischen am Küchentisch und trank mit kräftigen Schlucken aus einem Flachmann, rollte sein Auge in alle Richtungen und begutachtete die vielen {{c1::arbeitssparenden}} Gerätschaften der Dursleys.",1,05_harry_potter_und_der_orden_des_phoenix
arfümiert,,arfümiert,ADJ,,,,,,,"Aber die mit Tüchern bedeckten Lampen und das schwach brennende, süßlich p arfümierte Feuer gaben ein so dämmriges Licht, dass sie offenbar nicht bemerkte, wie Harry sich in der Düsternis auf einen Stuhl setzte.","Aber die mit Tüchern bedeckten Lampen und das schwach brennende, süßlich p {{c1::arfümierte}} Feuer gaben ein so dämmriges Licht, dass sie offenbar nicht bemerkte, wie Harry sich in der Düsternis auf einen Stuhl setzte.",1,05_harry_potter_und_der_orden_des_phoenix
artgerecht,,artgerecht,ADJ,,,,,,,"Dann kritzelte er Antworten auf die Fragen hin, die Professor McGonagall ihnen gestellt hatte, stoppelte etwas über den artgerechten Umgang mit Bowtruckles für Professor Raue-Pritsche zusammen und taumelte schließlich hoch in den Schlafsaal, wo er sich in seinen Kleidern auf die Bettdecke fallen ließ und sofort einschlief.","Dann kritzelte er Antworten auf die Fragen hin, die Professor McGonagall ihnen gestellt hatte, stoppelte etwas über den {{c1::artgerechten}} Umgang mit Bowtruckles für Professor Raue-Pritsche zusammen und taumelte schließlich hoch in den Schlafsaal, wo er sich in seinen Kleidern auf die Bettdecke fallen ließ und sofort einschlief.",1,05_harry_potter_und_der_orden_des_phoenix
asiatisch,,asiatisch,ADJ,,,,,,,"Weil er nicht damit rausrücken wollte, was ihm durch den Kopf ging, tat er, als würde er eine Seite in Asiatische Antidote sorgfältig durchlesen.","Weil er nicht damit rausrücken wollte, was ihm durch den Kopf ging, tat er, als würde er eine Seite in {{c1::Asiatische}} Antidote sorgfältig durchlesen.",2,05_harry_potter_und_der_orden_des_phoenix
att,,att,ADJ,,,,,,,Am Morgen noch h atten Gryffindor und Ravenclaw gleichauf vorn gelegen.,Am Morgen noch h {{c1::atten}} Gryffindor und Ravenclaw gleichauf vorn gelegen.,1,05_harry_potter_und_der_orden_des_phoenix
aufgegessen,,aufgegessen,ADJ,,,,,,,"Ron blickte sehnsüchtig auf seinen halb aufgegessenen Apfelkuchen, folgte aber ihrem Beispiel.","Ron blickte sehnsüchtig auf seinen halb {{c1::aufgegessenen}} Apfelkuchen, folgte aber ihrem Beispiel.",1,05_harry_potter_und_der_orden_des_phoenix
aufgeschnitten,,aufgeschnitten,ADJ,,,,,,,"Einen Moment lang überlegte er, ob er ihr nicht rein zufällig seine aufgeschnittene Hand zeigen sollte, während er ihr half, das Päckchen ans Eulenbein zu schnüren ... aber genau in dem Moment, da ihm dieser fabelhafte Gedanke kam, ging die Tür zur Eulerei abermals auf.","Einen Moment lang überlegte er, ob er ihr nicht rein zufällig seine {{c1::aufgeschnittene}} Hand zeigen sollte, während er ihr half, das Päckchen ans Eulenbein zu schnüren ... aber genau in dem Moment, da ihm dieser fabelhafte Gedanke kam, ging die Tür zur Eulerei abermals auf.",1,05_harry_potter_und_der_orden_des_phoenix
aufgespießt,,aufgespießt,ADJ,,,,,,,Weasley ist unser King« in sich hinein und rührte mit einer aufgespießten CocktailZwiebel ihren Drink um.,Weasley ist unser King« in sich hinein und rührte mit einer {{c1::aufgespießten}} CocktailZwiebel ihren Drink um.,1,05_harry_potter_und_der_orden_des_phoenix
auflodernd,,auflodernd,ADJ,,,,,,,"Er hatte Umbridge ins Gesicht gesehen ... seine Narbe hatte geschmerzt ... und er hatte dieses merkwürdige Gefühl im Magen gehabt... ein merkwürdiges, aufloderndes Gefühl ... ein Gefühl von Glück ... aber natürlich hatte er nicht erkannt, was es war, weil er sich selbst so elend gefühlt hatte ...","Er hatte Umbridge ins Gesicht gesehen ... seine Narbe hatte geschmerzt ... und er hatte dieses merkwürdige Gefühl im Magen gehabt... ein merkwürdiges, {{c1::aufloderndes}} Gefühl ... ein Gefühl von Glück ... aber natürlich hatte er nicht erkannt, was es war, weil er sich selbst so elend gefühlt hatte ...",1,05_harry_potter_und_der_orden_des_phoenix
aufm,,aufm,ADJ,,,,,,,"Und als die Sonne aufging, war der Schnee scharlachrot und sein Kopf lag aufm Grund vom See.","Und als die Sonne aufging, war der Schnee scharlachrot und sein Kopf lag {{c1::aufm}} Grund vom See.",1,05_harry_potter_und_der_orden_des_phoenix
aufschaut,,aufschaut,ADJ,,,,,,,"Tonks tat wie geheißen, und Harry hatte, als er aufschaute, den flüchtigen Eindruck, ein weiblicher Dudley würde ihm von der anderen Tischseite her zugrinsen.","Tonks tat wie geheißen, und Harry hatte, als er {{c1::aufschaute}}, den flüchtigen Eindruck, ein weiblicher Dudley würde ihm von der anderen Tischseite her zugrinsen.",1,05_harry_potter_und_der_orden_des_phoenix
aufschlussreich,,aufschlussreich,ADJ,,,,,,,"»Ich danke Ihnen vielmals, Professor Umbridge, das war eine höchst aufschlussreiche Rede«, sagte er und verbeugte sich vor ihr.","»Ich danke Ihnen vielmals, Professor Umbridge, das war eine höchst {{c1::aufschlussreiche}} Rede«, sagte er und verbeugte sich vor ihr.",1,05_harry_potter_und_der_orden_des_phoenix
auftauten,,auftauten,ADJ,,,,,,,"Der eine Partner blieb dann rund eine Minute wie angewurzelt stehen, während der andere ziellos umherschaute und anderen Paaren bei der Arbeit zusah, bis sein Partner wieder auftaute und nun mit dem Zauber an der Reihe war.","Der eine Partner blieb dann rund eine Minute wie angewurzelt stehen, während der andere ziellos umherschaute und anderen Paaren bei der Arbeit zusah, bis sein Partner wieder {{c1::auftaute}} und nun mit dem Zauber an der Reihe war.",1,05_harry_potter_und_der_orden_des_phoenix
aufwallend,,aufwallend,ADJ,,,,,,,"Sie schlichen ein Stück voran und Harry sah, dass sie einen großen, glatten Erdhügel vor sich hatten, der fast so hoch war wie Hagrid, und mit plötzlich aufwallendem Grauen dachte er, es müsse sicher der Bau eines riesigen Tieres sein.","Sie schlichen ein Stück voran und Harry sah, dass sie einen großen, glatten Erdhügel vor sich hatten, der fast so hoch war wie Hagrid, und mit plötzlich {{c1::aufwallendem}} Grauen dachte er, es müsse sicher der Bau eines riesigen Tieres sein.",1,05_harry_potter_und_der_orden_des_phoenix
aus'm,,aus'm,ADJ,,,,,,,"Und die mit 'nem bisschen Verstand sind Golgomath aus'm Weg gegangen und haben sich in den Höhlen um die Senke versteckt, genau wie wir.","Und die mit 'nem bisschen Verstand sind Golgomath {{c1::aus'm}} Weg gegangen und haben sich in den Höhlen um die Senke versteckt, genau wie wir.",1,05_harry_potter_und_der_orden_des_phoenix
aus'mn,,aus'mn,ADJ,,,,,,,"aus'm Weg, Fang ...","{{c1::aus'm}} Weg, Fang ...",2,05_harry_potter_und_der_orden_des_phoenix
ausgehungerter,,ausgehungerter,ADJ,,,,,,,"Er war so zornig auf Umbridge, dass er sich keine Strafe vorstellen konnte, die schlimm genug für sie war, auch wenn Rons Vorschlag, sie an eine Kiste voller ausgehungerter Knallrümpfiger Kröter zu verfüttern, nicht übel klang.","Er war so zornig auf Umbridge, dass er sich keine Strafe vorstellen konnte, die schlimm genug für sie war, auch wenn Rons Vorschlag, sie an eine Kiste voller {{c1::ausgehungerter}} Knallrümpfiger Kröter zu verfüttern, nicht übel klang.",1,05_harry_potter_und_der_orden_des_phoenix
ausgeprägt,,ausgeprägt,ADJ,,,,,,,"»Ja, wie ich eben sagte, Potter, Professor Lupin meinte, Sie würden ein ausgeprägtes Talent für dieses Fach zeigen, und für einen Auroren ist es selbstredend -«","»Ja, wie ich eben sagte, Potter, Professor Lupin meinte, Sie würden ein {{c1::ausgeprägtes}} Talent für dieses Fach zeigen, und für einen Auroren ist es selbstredend -«",1,05_harry_potter_und_der_orden_des_phoenix
ausgesucht,,ausgesucht,ADJ,,,,,,,"»Sie faseln«, sagte Professor McGonagall mit ausgesuchter Verachtung.","»Sie faseln«, sagte Professor McGonagall mit {{c1::ausgesuchter}} Verachtung.",1,05_harry_potter_und_der_orden_des_phoenix
ausgeübt,,ausgeübt,ADJ,,,,,,,"»Du hast vor drei Jahren eine offizielle Verwarnung des Ministeriums wegen unrechtmäßig ausgeübter Magie erhalten, ist das richtig?""","»Du hast vor drei Jahren eine offizielle Verwarnung des Ministeriums wegen unrechtmäßig {{c1::ausgeübter}} Magie erhalten, ist das richtig?""",1,05_harry_potter_und_der_orden_des_phoenix
ausweglos,,ausweglos,ADJ,,,,,,,"dann wieder erfasste ihn eine so ausweglose Trägheit, dass er eine geschlagene Stunde auf dem Bett liegen konnte, benebelt ins Leere starrend und gepeinigt von Angst vor der Anhörung im Ministerium.","dann wieder erfasste ihn eine so {{c1::ausweglose}} Trägheit, dass er eine geschlagene Stunde auf dem Bett liegen konnte, benebelt ins Leere starrend und gepeinigt von Angst vor der Anhörung im Ministerium.",1,05_harry_potter_und_der_orden_des_phoenix
babyköpfig,,babyköpfig,ADJ,,,,,,,"Sie ließen den hässlichen babyköpfigen Todesser in seinem Taumel zurück und machten sich auf den Weg zu der Tür, die am anderen Ende des Raumes offen stand und in die schwarze Halle führte.","Sie ließen den hässlichen {{c1::babyköpfigen}} Todesser in seinem Taumel zurück und machten sich auf den Weg zu der Tür, die am anderen Ende des Raumes offen stand und in die schwarze Halle führte.",4,05_harry_potter_und_der_orden_des_phoenix
backsteinartig,,backsteinartig,ADJ,,,,,,,"sie konnten seine backsteinartigen gelben Zähne im Dämmerlicht schimmern sehen, und seine trüben schlammfarbenen Augen verengten sich, während er zu den Zentauren zu seinen Füßen hinabspähte.","sie konnten seine {{c1::backsteinartigen}} gelben Zähne im Dämmerlicht schimmern sehen, und seine trüben schlammfarbenen Augen verengten sich, während er zu den Zentauren zu seinen Füßen hinabspähte.",1,05_harry_potter_und_der_orden_des_phoenix
beachtlich,,beachtlich,ADJ,,,,,,,"»Hört euch das mal an: Interessieren Sie sich für eine Berufslaufbahn voller Herausforderungen, mit Reisen, Abenteuern und beachtlichen Gefahrenprämien in Form von Schatzanteilen?","»Hört euch das mal an: Interessieren Sie sich für eine Berufslaufbahn voller Herausforderungen, mit Reisen, Abenteuern und {{c1::beachtlichen}} Gefahrenprämien in Form von Schatzanteilen?",1,05_harry_potter_und_der_orden_des_phoenix
beantwortet,,beantwortet,ADJ,,,,,,,"Er war merkwürdig zerstreut und schreckhaft im Unterricht, verlor ständig den Faden in dem, was er zur Klasse sagte, und beantwortete Fragen falsch, während er immer wieder besorgte Blicke zu Umbridge hinüberwarf.","Er war merkwürdig zerstreut und schreckhaft im Unterricht, verlor ständig den Faden in dem, was er zur Klasse sagte, und {{c1::beantwortete}} Fragen falsch, während er immer wieder besorgte Blicke zu Umbridge hinüberwarf.",1,05_harry_potter_und_der_orden_des_phoenix
bedrückend,,bedrückend,ADJ,,,,,,,"»Guter Fang«, lobte Harry Ginny später im Gemeinschaftsraum, wo in etwa die Atmosphäre einer besonders bedrückenden Beerdigung herrschte.","»Guter Fang«, lobte Harry Ginny später im Gemeinschaftsraum, wo in etwa die Atmosphäre einer besonders {{c1::bedrückenden}} Beerdigung herrschte.",1,05_harry_potter_und_der_orden_des_phoenix
beeindruckender,,beeindruckender,ADJ,,,,,,,Harry hätte sich das Zaubereiministerium in einer beeindruckenderen Nachbarschaft vorgestellt.,Harry hätte sich das Zaubereiministerium in einer {{c1::beeindruckenderen}} Nachbarschaft vorgestellt.,2,05_harry_potter_und_der_orden_des_phoenix
beengt,,beengt,ADJ,,,,,,,"Harry ging in die Knie und hielt seinen Zauberstab so bereit wie unter diesen beengten Verhältnissen möglich, während er durch die Scheibe spähte, um zu sehen, ob im Atrium jemand auf sie wartete.","Harry ging in die Knie und hielt seinen Zauberstab so bereit wie unter diesen {{c1::beengten}} Verhältnissen möglich, während er durch die Scheibe spähte, um zu sehen, ob im Atrium jemand auf sie wartete.",1,05_harry_potter_und_der_orden_des_phoenix
begehrlich,,begehrlich,ADJ,,,,,,,"Vor ihnen auf dem Boden stand der mit betäubten Doxys gefüllte Eimer neben einer Schüssel mit ihren schwarzen Eiern, an denen Krummbein jetzt schnüffelte und auf die Fred und George begehrliche Blicke warfen.","Vor ihnen auf dem Boden stand der mit betäubten Doxys gefüllte Eimer neben einer Schüssel mit ihren schwarzen Eiern, an denen Krummbein jetzt schnüffelte und auf die Fred und George {{c1::begehrliche}} Blicke warfen.",2,05_harry_potter_und_der_orden_des_phoenix
begehrt,,begehrt,ADJ,,,,,,,"Etwas war in diesem Raum, das er sehr heftig begehrte ...","Etwas war in diesem Raum, das er sehr heftig {{c1::begehrte}} ...",1,05_harry_potter_und_der_orden_des_phoenix
begieriger,,begieriger,ADJ,,,,,,,Wurmschwanz ließ mit einem Ausdruck begieriger Erwartung den Blick von Sirius über James zu Snape wandern.,Wurmschwanz ließ mit einem Ausdruck {{c1::begieriger}} Erwartung den Blick von Sirius über James zu Snape wandern.,1,05_harry_potter_und_der_orden_des_phoenix
beispielhaft,,beispielhaft,ADJ,,,,,,,"»Weil die nie so gut sein wird wie Hagrid«, sagte Harry nachdrücklich, wobei ihm vollkommen bewusst war, dass er soeben eine beispielhafte Stunde in Pflege magischer Geschöpfe erlebt hatte, was ihn gründlich ärgerte.","»Weil die nie so gut sein wird wie Hagrid«, sagte Harry nachdrücklich, wobei ihm vollkommen bewusst war, dass er soeben eine {{c1::beispielhafte}} Stunde in Pflege magischer Geschöpfe erlebt hatte, was ihn gründlich ärgerte.",1,05_harry_potter_und_der_orden_des_phoenix
