front,back,lemma,pos,gender,plural,plural_display,plural_alternatives,translations,translation_source,example,example_cloze,frequency,book
angeknackstes,,angeknackstes,ADJ,,,,,,,"Zögernd langte sie nach einer Tasche zu ihren Füßen, stellte sie auf den Kopf und schüttelte ein Dutzend zersplitterte Holzstücke und angeknackstes Reisig auf das Bett, die letzten Überreste von Harrys treuem, am Ende geschlagenem Besen.","Zögernd langte sie nach einer Tasche zu ihren Füßen, stellte sie auf den Kopf und schüttelte ein Dutzend zersplitterte Holzstücke und {{c1::angeknackstes}} Reisig auf das Bett, die letzten Überreste von Harrys treuem, am Ende geschlagenem Besen.",1,03_harry_potter_und_der_gefangene_von_askaban
angenehm,agreeable (gefühlsmäßig positiv empfundene Eigenschaft einer Person oder Sache); pleasant (gefühlsmäßig positiv empfundene Eigenschaft einer Person oder Sache),angenehm,ADJ,,,,,agreeable (gefühlsmäßig positiv empfundene Eigenschaft einer Person oder Sache); pleasant (gefühlsmäßig positiv empfundene Eigenschaft einer Person oder Sache),dictionary-en,"Die Hexe oder der Zauberer übte einen einfachen Flammengefrier-Zauber aus und schrie dann wie am Spieß, während sie oder er in Wahrheit nur ein angenehmes Kitzeln spürte.","Die Hexe oder der Zauberer übte einen einfachen Flammengefrier-Zauber aus und schrie dann wie am Spieß, während sie oder er in Wahrheit nur ein {{c1::angenehmes}} Kitzeln spürte.",3,03_harry_potter_und_der_gefangene_von_askaban
angeschrammt,,angeschrammt,ADJ,,,,,,,"»Professor McGonagall hat es mir erzählt«, sagte Lupin und reichte Harry eine leicht angeschrammte Teetasse.","»Professor McGonagall hat es mir erzählt«, sagte Lupin und reichte Harry eine leicht {{c1::angeschrammte}} Teetasse.",1,03_harry_potter_und_der_gefangene_von_askaban
angespannten,harnessed; strainned,angespannten,ADJ,,,,,harnessed; strainned,heuristic-pastpart,"Sie lächelte Harry zu, während sich die Teams, die Gesichter einander zugewandt, hinter ihren Kapitänen aufstellten, und Harry war ein wenig schwummrig in der Magengegend, was jedoch, wie er glaubte, nichts mit seinen angespannten Nerven zu tun hatte.","Sie lächelte Harry zu, während sich die Teams, die Gesichter einander zugewandt, hinter ihren Kapitänen aufstellten, und Harry war ein wenig schwummrig in der Magengegend, was jedoch, wie er glaubte, nichts mit seinen {{c1::angespannten}} Nerven zu tun hatte.",1,03_harry_potter_und_der_gefangene_von_askaban
angespannter,harnessed; strainned,angespannter,ADJ,,,,,harnessed; strainned,heuristic-pastpart,"»Ich muss dir noch was sagen, bevor du fährst _«, sagte Mr Weasley mit angespannter Stimme.","»Ich muss dir noch was sagen, bevor du fährst _«, sagte Mr Weasley mit {{c1::angespannter}} Stimme.",1,03_harry_potter_und_der_gefangene_von_askaban
ansteigenden,rising; increasing,ansteigenden,ADJ,,,,,rising; increasing,heuristic-participle,"Auf dem langen, ansteigenden Weg hoch zum Schloss wurde die Kutsche allmählich schneller;","Auf dem langen, {{c1::ansteigenden}} Weg hoch zum Schloss wurde die Kutsche allmählich schneller;",2,03_harry_potter_und_der_gefangene_von_askaban
anzuschwellen,,anzuschwellen,ADJ,,,,,,,Sie schien vor unsäglicher Wut anzuschwellen - doch es nahm kein Ende.,Sie schien vor unsäglicher Wut {{c1::anzuschwellen}} - doch es nahm kein Ende.,1,03_harry_potter_und_der_gefangene_von_askaban
arbeitenden,working; functionning,arbeitenden,ADJ,,,,,working; functionning,heuristic-participle,"»Sind sie sehr wohl, du frecher kleiner Lügner, und sie haben dich zurückgelassen als Last für ihre anständigen, hart arbeitenden Verwandten!«, schrie Tante Magda und schwoll vor Zorn an.","»Sind sie sehr wohl, du frecher kleiner Lügner, und sie haben dich zurückgelassen als Last für ihre anständigen, hart {{c1::arbeitenden}} Verwandten!«, schrie Tante Magda und schwoll vor Zorn an.",1,03_harry_potter_und_der_gefangene_von_askaban
aufgeblasen,pompous (sich selbst zu hoch einschätzend); conceited (sich selbst zu hoch einschätzend),aufgeblasen,ADJ,,,,,pompous (sich selbst zu hoch einschätzend); conceited (sich selbst zu hoch einschätzend),dictionary-en,"Es wird dich sicher freuen zu hören, dass wir die bedauernswerte Sache mit der aufgeblasenen Miss Magdalene Dursley bereinigt haben.","Es wird dich sicher freuen zu hören, dass wir die bedauernswerte Sache mit der {{c1::aufgeblasenen}} Miss Magdalene Dursley bereinigt haben.",1,03_harry_potter_und_der_gefangene_von_askaban
aufgeblähten,,aufgeblähten,ADJ,,,,,,,Professor McGonagall verstummte mit aufgeblähten Nasenflügeln.,Professor McGonagall verstummte mit {{c1::aufgeblähten}} Nasenflügeln.,1,03_harry_potter_und_der_gefangene_von_askaban
aufgepeitscht,,aufgepeitscht,ADJ,,,,,,,All die Aufregung ... die aufgepeitschten Gefühle ... so stellen sie sich ein Festessen vor.,All die Aufregung ... die {{c1::aufgepeitschten}} Gefühle ... so stellen sie sich ein Festessen vor.,1,03_harry_potter_und_der_gefangene_von_askaban
aufgerissenem,,aufgerissenem,ADJ,,,,,,,Ron starrte sie mit aufgerissenem Mund an.,Ron starrte sie mit {{c1::aufgerissenem}} Mund an.,1,03_harry_potter_und_der_gefangene_von_askaban
aufgeschlagenes,,aufgeschlagenes,ADJ,,,,,,,"Hermine saß an einem Tisch, den Kopf auf ein aufgeschlagenes Arithmantikbuch gelegt, und schlief wie ein Murmeltier.","Hermine saß an einem Tisch, den Kopf auf ein {{c1::aufgeschlagenes}} Arithmantikbuch gelegt, und schlief wie ein Murmeltier.",1,03_harry_potter_und_der_gefangene_von_askaban
aufgeschreckter,,aufgeschreckter,ADJ,,,,,,,"»Seid kühnen Herzens, das Schlimmste kommt noch!«, rief der Ritter, und sie sahen ihn vor einer Gruppe aufgeschreckter Damen in Reifröcken erscheinen, deren Bild an der Wand einer schmalen Wendeltreppe hing.","»Seid kühnen Herzens, das Schlimmste kommt noch!«, rief der Ritter, und sie sahen ihn vor einer Gruppe {{c1::aufgeschreckter}} Damen in Reifröcken erscheinen, deren Bild an der Wand einer schmalen Wendeltreppe hing.",1,03_harry_potter_und_der_gefangene_von_askaban
augenlos,eyeless (keine Augen habend),augenlos,ADJ,,,,,eyeless (keine Augen habend),dictionary-en,"ihr augenloses Antlitz Parvati zugewandt, begann sie träge schlurfend auf das Mädchen zuzugehen und hob die Arme.","ihr {{c1::augenloses}} Antlitz Parvati zugewandt, begann sie träge schlurfend auf das Mädchen zuzugehen und hob die Arme.",1,03_harry_potter_und_der_gefangene_von_askaban
ausführlich,"detailed (ins Einzelne gehend, eingehend); elaborate (ins Einzelne gehend, eingehend)",ausführlich,ADJ,,,,,"detailed (ins Einzelne gehend, eingehend); elaborate (ins Einzelne gehend, eingehend)",dictionary-en,"Ausnahmslos jeden Abend sah man sie in einer Ecke des Gemeinschaftsraums, wo sie gleich mehrere Tische beanspruchte mit ihren Büchern, Arithmantiktabellen, Runenwörterbüchern, Querschnittzeichnungen von Muggeln, die schwere Lasten hoben, und mit stapelweise Ordnern für ihre ausführlichen Notizen.","Ausnahmslos jeden Abend sah man sie in einer Ecke des Gemeinschaftsraums, wo sie gleich mehrere Tische beanspruchte mit ihren Büchern, Arithmantiktabellen, Runenwörterbüchern, Querschnittzeichnungen von Muggeln, die schwere Lasten hoben, und mit stapelweise Ordnern für ihre {{c1::ausführlichen}} Notizen.",1,03_harry_potter_und_der_gefangene_von_askaban
ausgefahrenen,end-danger-(die-möglichkeit,ausgefahrenen,ADJ,,,,,end-danger-(die-möglichkeit,heuristic-compound-split,"Doch bevor Hermine antworten konnte, sprang Krummbein von Seamus' Bett herüber und warf sich mit ausgefahrenen Krallen auf Rons Brust.","Doch bevor Hermine antworten konnte, sprang Krummbein von Seamus' Bett herüber und warf sich mit {{c1::ausgefahrenen}} Krallen auf Rons Brust.",1,03_harry_potter_und_der_gefangene_von_askaban
ausgefallenen,,ausgefallenen,ADJ,,,,,,,"»Du hast die Gewohnheit, an ausgefallenen Orten aufzutauchen, Potter, und das meist aus ganz bestimmten Gründen ...","»Du hast die Gewohnheit, an {{c1::ausgefallenen}} Orten aufzutauchen, Potter, und das meist aus ganz bestimmten Gründen ...",1,03_harry_potter_und_der_gefangene_von_askaban
ausgefranst,frayed (von Kleidungsstücken oder Textilien: sich am Rand in Fäden (Fransen) auflösend),ausgefranst,ADJ,,,,,frayed (von Kleidungsstücken oder Textilien: sich am Rand in Fäden (Fransen) auflösend),dictionary-en,"Doch niemand sonst kümmerte es, dass Professor Lupin geflickte und ausgefranste Umhänge trug.","Doch niemand sonst kümmerte es, dass Professor Lupin geflickte und {{c1::ausgefranste}} Umhänge trug.",1,03_harry_potter_und_der_gefangene_von_askaban
ausgepackten,end-packed,ausgepackten,ADJ,,,,,end-packed,heuristic-compound-split,"»Was ist das?«, fragte Ron, der mit einem frisch ausgepackten Paar kastanienbrauner Socken in der Hand zu ihm herübersah.","»Was ist das?«, fragte Ron, der mit einem frisch {{c1::ausgepackten}} Paar kastanienbrauner Socken in der Hand zu ihm herübersah.",1,03_harry_potter_und_der_gefangene_von_askaban
ausgerissene,,ausgerissene,ADJ,,,,,,,"Die Bücher klatschten und schnappten nacheinander und hatten sich wütend ineinander verkeilt, und überall flatterten ausgerissene Seiten umher.","Die Bücher klatschten und schnappten nacheinander und hatten sich wütend ineinander verkeilt, und überall flatterten {{c1::ausgerissene}} Seiten umher.",1,03_harry_potter_und_der_gefangene_von_askaban
ausgestopften,end-stuffed,ausgestopften,ADJ,,,,,end-stuffed,heuristic-compound-split,"Einen hohen mit einem ausgestopften Geier drauf, Und ein langes Kleid ... meist grün ... und manchmal einen Schal aus Fuchsfell.«","Einen hohen mit einem {{c1::ausgestopften}} Geier drauf, Und ein langes Kleid ... meist grün ... und manchmal einen Schal aus Fuchsfell.«",1,03_harry_potter_und_der_gefangene_von_askaban
ausgestopfter,end-stuffed,ausgestopfter,ADJ,,,,,end-stuffed,heuristic-compound-split,"Laut wie ein Pistolenknall flog das Knallbonbon auseinander und es erschien ein großer spitzer Hexenhut, auf dem ein ausgestopfter Geier saß.","Laut wie ein Pistolenknall flog das Knallbonbon auseinander und es erschien ein großer spitzer Hexenhut, auf dem ein {{c1::ausgestopfter}} Geier saß.",1,03_harry_potter_und_der_gefangene_von_askaban
ausgestreckten,end-stretched,ausgestreckten,ADJ,,,,,end-stretched,heuristic-compound-split,"Ron war inzwischen auf den Beinen - wieder setzte der Hund zum Sprung an, doch diesmal stieß er Harry nur beiseite und sein Maul klammerte sich um Rons ausgestreckten Arm;","Ron war inzwischen auf den Beinen - wieder setzte der Hund zum Sprung an, doch diesmal stieß er Harry nur beiseite und sein Maul klammerte sich um Rons {{c1::ausgestreckten}} Arm;",2,03_harry_potter_und_der_gefangene_von_askaban
ausgestreckter,end-stretched,ausgestreckter,ADJ,,,,,end-stretched,heuristic-compound-split,Harry blieb mit ausgestreckter Hand stehen.,Harry blieb mit {{c1::ausgestreckter}} Hand stehen.,1,03_harry_potter_und_der_gefangene_von_askaban
ausgezehrtes,end-consumed,ausgezehrtes,ADJ,,,,,end-consumed,heuristic-compound-split,"Vielleicht war Black einen Augenblick zu verdutzt, weil Harry etwas so Dummes tat, jedenfalls hob er die Zauberstäbe nicht rechtzeitig - Harry packte Blacks ausgezehrtes Handgelenk und schob die Zauberstäbe von sich weg;","Vielleicht war Black einen Augenblick zu verdutzt, weil Harry etwas so Dummes tat, jedenfalls hob er die Zauberstäbe nicht rechtzeitig - Harry packte Blacks {{c1::ausgezehrtes}} Handgelenk und schob die Zauberstäbe von sich weg;",1,03_harry_potter_und_der_gefangene_von_askaban
ausgezeichnet,"decorated (mit einer Auszeichnung versehen, sehr häufig mit einer ehrenden Absicht); excellent (sich positiv abhebend, hervorragend)",ausgezeichnet,ADJ,,,,,"decorated (mit einer Auszeichnung versehen, sehr häufig mit einer ehrenden Absicht); excellent (sich positiv abhebend, hervorragend)",dictionary-en,"»Ausgezeichneter Schmaus, Petunia.","»{{c1::Ausgezeichneter}} Schmaus, Petunia.",1,03_harry_potter_und_der_gefangene_von_askaban
aussehendes,lookking,aussehendes,ADJ,,,,,lookking,heuristic-participle,"Drinnen standen ein sehr bequem aussehendes Bett und ein paar auf Hochglanz polierte Eichenmöbel, im Kamin prasselte fröhlich ein Feuer und auf dem Kleiderschrank hockte","Drinnen standen ein sehr bequem {{c1::aussehendes}} Bett und ein paar auf Hochglanz polierte Eichenmöbel, im Kamin prasselte fröhlich ein Feuer und auf dem Kleiderschrank hockte",1,03_harry_potter_und_der_gefangene_von_askaban
aussichtslos,unpromising (ohne Aussicht/Hoffnung auf Erfolg oder Gelingen); hopeless (ohne Aussicht/Hoffnung auf Erfolg oder Gelingen),aussichtslos,ADJ,,,,,unpromising (ohne Aussicht/Hoffnung auf Erfolg oder Gelingen); hopeless (ohne Aussicht/Hoffnung auf Erfolg oder Gelingen),dictionary-en,"»Ein aussichtsloser Kampf, mein Lieber«, sagte der Spiegel mit pfeifender Stimme.","»Ein {{c1::aussichtsloser}} Kampf, mein Lieber«, sagte der Spiegel mit pfeifender Stimme.",1,03_harry_potter_und_der_gefangene_von_askaban
außergewöhnlichste,,außergewöhnlichste,ADJ,,,,,,,Unter all den ungewöhnlichen Merkmalen Harrys war diese Narbe wohl das außergewöhnlichste.,Unter all den ungewöhnlichen Merkmalen Harrys war diese Narbe wohl das {{c1::außergewöhnlichste}}.,1,03_harry_potter_und_der_gefangene_von_askaban
bandagierte,bandaged,bandagierte,ADJ,,,,,bandaged,heuristic-pastpart,"Wieder knallte es und wo er gestanden hatte, erschien eine blutbefleckte, bandagierte Mumie;","Wieder knallte es und wo er gestanden hatte, erschien eine blutbefleckte, {{c1::bandagierte}} Mumie;",1,03_harry_potter_und_der_gefangene_von_askaban
bandagierten,bandaged,bandagierten,ADJ,,,,,bandaged,heuristic-pastpart,"Ron, ohnehin wacklig auf seinem bandagierten Bein, wurde umgerissen.","Ron, ohnehin wacklig auf seinem {{c1::bandagierten}} Bein, wurde umgerissen.",1,03_harry_potter_und_der_gefangene_von_askaban
baumelnder,dangled,baumelnder,ADJ,,,,,dangled,heuristic-pastpart,"Black, mit Harry im Gefolge, ließ Snape vor sich herschweben, dessen leblos baumelnder Kopf immer wieder gegen die Tunnelwand schlug.","Black, mit Harry im Gefolge, ließ Snape vor sich herschweben, dessen leblos {{c1::baumelnder}} Kopf immer wieder gegen die Tunnelwand schlug.",1,03_harry_potter_und_der_gefangene_von_askaban
bebenden,trembling,bebenden,ADJ,,,,,trembling,heuristic-participle,"»Aber an deinem Tier ist irgendwas Komisches!«, sagte Ron, während er versuchte, den vor Aufregung bebenden Krätze zurück in seine Tasche zu komplimentieren.","»Aber an deinem Tier ist irgendwas Komisches!«, sagte Ron, während er versuchte, den vor Aufregung {{c1::bebenden}} Krätze zurück in seine Tasche zu komplimentieren.",1,03_harry_potter_und_der_gefangene_von_askaban
bebender,trembling,bebender,ADJ,,,,,trembling,heuristic-participle,"»Dumbledore war wirklich wütend«, sagte Hermine mit bebender Stimme.","»Dumbledore war wirklich wütend«, sagte Hermine mit {{c1::bebender}} Stimme.",1,03_harry_potter_und_der_gefangene_von_askaban
bebendes,trembling,bebendes,ADJ,,,,,trembling,heuristic-participle,"Von drinnen hörten sie ein leises, bebendes Stöhnen.","Von drinnen hörten sie ein leises, {{c1::bebendes}} Stöhnen.",1,03_harry_potter_und_der_gefangene_von_askaban
bedauerlich,"regrettable (zu bedauern; in einer Weise, dass man wünscht, es wäre nicht so); unfortunate (zu bedauern; in einer Weise, dass man wünscht, es wäre nicht so)",bedauerlich,ADJ,,,,,"regrettable (zu bedauern; in einer Weise, dass man wünscht, es wäre nicht so); unfortunate (zu bedauern; in einer Weise, dass man wünscht, es wäre nicht so)",dictionary-en,"Sehr geehrter Mr Hagrid, im Zuge unserer Untersuchung des Angriffs eines Hippogreifs auf einen Schüler in Ihrem Unterricht vertrauen wir der Versicherung Professor Dumbledores, dass Sie für den bedauerlichen Zwischenfall keine Verantwortung tragen. »","Sehr geehrter Mr Hagrid, im Zuge unserer Untersuchung des Angriffs eines Hippogreifs auf einen Schüler in Ihrem Unterricht vertrauen wir der Versicherung Professor Dumbledores, dass Sie für den {{c1::bedauerlichen}} Zwischenfall keine Verantwortung tragen. »",1,03_harry_potter_und_der_gefangene_von_askaban
bedauernswert,pitiful (Bedauern und/oder Mitleid hervorrufend),bedauernswert,ADJ,,,,,pitiful (Bedauern und/oder Mitleid hervorrufend),dictionary-en,"Es wird dich sicher freuen zu hören, dass wir die bedauernswerte Sache mit der aufgeblasenen Miss Magdalene Dursley bereinigt haben.","Es wird dich sicher freuen zu hören, dass wir die {{c1::bedauernswerte}} Sache mit der aufgeblasenen Miss Magdalene Dursley bereinigt haben.",1,03_harry_potter_und_der_gefangene_von_askaban
befremdlich,disconcerting (unangenehme Verwunderung hervorrufend); outlandish (unangenehme Verwunderung hervorrufend),befremdlich,ADJ,,,,,disconcerting (unangenehme Verwunderung hervorrufend); outlandish (unangenehme Verwunderung hervorrufend),dictionary-en,"Es war zweifellos das befremdlichste Erlebnis, das er je gehabt hatte: hinter einem Baum zu stehen und sich selbst dort drüben im Kürbisbeet zu beobachten.","Es war zweifellos das {{c1::befremdlichste}} Erlebnis, das er je gehabt hatte: hinter einem Baum zu stehen und sich selbst dort drüben im Kürbisbeet zu beobachten.",1,03_harry_potter_und_der_gefangene_von_askaban
begnadet,"gifted (in der Art und Weise, gleichsam einer Gnade)",begnadet,ADJ,,,,,"gifted (in der Art und Weise, gleichsam einer Gnade)",dictionary-en,Zudem war Harry ein begnadeter Quidditch-Spieler;,Zudem war Harry ein {{c1::begnadeter}} Quidditch-Spieler;,1,03_harry_potter_und_der_gefangene_von_askaban
behütetes,,behütetes,ADJ,,,,,,,Noch ein wohl behütetes Geschenk von Mr Weasley?,Noch ein wohl {{c1::behütetes}} Geschenk von Mr Weasley?,1,03_harry_potter_und_der_gefangene_von_askaban
beigefügte,,beigefügte,ADJ,,,,,,,Bitte geben Sie die beigefügte Zustimmungserklärung zur Unterschrift Ihren Eltern oder Ihrem Vormund.,Bitte geben Sie die {{c1::beigefügte}} Zustimmungserklärung zur Unterschrift Ihren Eltern oder Ihrem Vormund.,1,03_harry_potter_und_der_gefangene_von_askaban
beinhart,"hard (süddeutsch: äußerst hart); tough (übertragen: schwer, strapaziös; streng, unbarmherzig)",beinhart,ADJ,,,,,"hard (süddeutsch: äußerst hart); tough (übertragen: schwer, strapaziös; streng, unbarmherzig)",dictionary-en,"»Das wird ein beinhartes Ding«, sagte Wood, der keinen Bissen anrührte.","»Das wird ein {{c1::beinhartes}} Ding«, sagte Wood, der keinen Bissen anrührte.",1,03_harry_potter_und_der_gefangene_von_askaban
beinlos,"legless (Biologie, Medizin: kein Bein habend)",beinlos,ADJ,,,,,"legless (Biologie, Medizin: kein Bein habend)",dictionary-en,Die beinlose Spinne war verschwunden.,Die {{c1::beinlose}} Spinne war verschwunden.,1,03_harry_potter_und_der_gefangene_von_askaban
bekloppt,"daft (salopp: dumm, töricht); barmy (salopp: dumm, töricht)",bekloppt,ADJ,,,,,"daft (salopp: dumm, töricht); barmy (salopp: dumm, töricht)",dictionary-en,"Wenn du am Ende nicht die Grenze überschritten hast und bei der Geschichte geblieben bist, unterschreibe ich dein beklopptes Formular.","Wenn du am Ende nicht die Grenze überschritten hast und bei der Geschichte geblieben bist, unterschreibe ich dein {{c1::beklopptes}} Formular.",1,03_harry_potter_und_der_gefangene_von_askaban
benebelnden,,benebelnden,ADJ,,,,,,,Fern vom roten Dämmerlicht und den benebelnden Düften in Professor Trelawneys Klassenzimmer wurde ihm nicht so schnell angst und bange.,Fern vom roten Dämmerlicht und den {{c1::benebelnden}} Düften in Professor Trelawneys Klassenzimmer wurde ihm nicht so schnell angst und bange.,1,03_harry_potter_und_der_gefangene_von_askaban
berechtigt,"legitimate (zu Recht bestehend, einen guten Grund habend); entitled (das Recht, die Befugnis zu etwas besitzend)",berechtigt,ADJ,,,,,"legitimate (zu Recht bestehend, einen guten Grund habend); entitled (das Recht, die Befugnis zu etwas besitzend)",dictionary-en,"»Wenn ich's mir überlege, Sirius, dann ist das eine berechtigte Frage«, sagte Lupin und wandte sich mit leichtem Stirnrunzeln Black zu.","»Wenn ich's mir überlege, Sirius, dann ist das eine {{c1::berechtigte}} Frage«, sagte Lupin und wandte sich mit leichtem Stirnrunzeln Black zu.",1,03_harry_potter_und_der_gefangene_von_askaban
beruflich,occupational (auf den Beruf bezogen); professional (auf den Beruf bezogen),beruflich,ADJ,,,,,occupational (auf den Beruf bezogen); professional (auf den Beruf bezogen),dictionary-en,"»Was hast du denn da unten gesucht?«, fragte Stan, jetzt ganz ohne seinen beruflichen Ernst.","»Was hast du denn da unten gesucht?«, fragte Stan, jetzt ganz ohne seinen {{c1::beruflichen}} Ernst.",1,03_harry_potter_und_der_gefangene_von_askaban
berüchtig,,berüchtig,ADJ,,,,,,,"Black immer noch auf freiem Fuß Sirius Black, der wohl berüchtigste Gefangene, der je in der Festung von Askaban saß, ist immer noch auf der Flucht, wie das Zaubereiministerium heute bestätigte.","Black immer noch auf freiem Fuß Sirius Black, der wohl {{c1::berüchtigste}} Gefangene, der je in der Festung von Askaban saß, ist immer noch auf der Flucht, wie das Zaubereiministerium heute bestätigte.",1,03_harry_potter_und_der_gefangene_von_askaban
