front,back,lemma,pos,gender,plural,plural_display,plural_alternatives,translations,translation_source,example,example_cloze,frequency,book
aneinanderhängend,,aneinanderhängend,ADJ,,,,,,,Ollivander streckte eine zitternde Hand aus und Harry legte die lose aneinanderhängenden Hälften hinein.,Ollivander streckte eine zitternde Hand aus und Harry legte die lose {{c1::aneinanderhängenden}} Hälften hinein.,1,07_harry_potter_und_die_heiligtuemer_des_todes
anfänglich,,anfänglich,ADJ,,,,,,,"Eine anfängliche Anziehung, und dann ein gemeinsames Streben nach Erfahrung, bei dem der Zauberstab vom Zauberer lernt und der Zauberer vom Zauberstab.","Eine {{c1::anfängliche}} Anziehung, und dann ein gemeinsames Streben nach Erfahrung, bei dem der Zauberstab vom Zauberer lernt und der Zauberer vom Zauberstab.",1,07_harry_potter_und_die_heiligtuemer_des_todes
angedeutet,,angedeutet,ADJ,,,,,,,"Er ging geradewegs auf die marmorne Frau zu, und sie schien seinen Blick mit einem angedeuteten spöttischen Lächeln im Gesicht zu erwidern, schön, doch ein wenig einschüchternd.","Er ging geradewegs auf die marmorne Frau zu, und sie schien seinen Blick mit einem {{c1::angedeuteten}} spöttischen Lächeln im Gesicht zu erwidern, schön, doch ein wenig einschüchternd.",1,07_harry_potter_und_die_heiligtuemer_des_todes
angeheitert,,angeheitert,ADJ,,,,,,,"Ein Doppeldeckerbus brauste vorüber, und eine Gruppe angeheiterter Kneipenbesucher gaffte nach ihnen, während sie vorbeigingen;","Ein Doppeldeckerbus brauste vorüber, und eine Gruppe {{c1::angeheiterter}} Kneipenbesucher gaffte nach ihnen, während sie vorbeigingen;",1,07_harry_potter_und_die_heiligtuemer_des_todes
angeklagt,,angeklagt,ADJ,,,,,,,"Er wurde das Gefühl nicht los, dass sie unerwünschte Aufmerksamkeit erregen würden, wenn sie mit einem silbernen Hirsch, einem neben ihm dahingleitenden Otter und etwa zwanzig Leuten im Atrium auftauchen würden, von denen die Hälfte angeklagte Muggelstämmige waren.","Er wurde das Gefühl nicht los, dass sie unerwünschte Aufmerksamkeit erregen würden, wenn sie mit einem silbernen Hirsch, einem neben ihm dahingleitenden Otter und etwa zwanzig Leuten im Atrium auftauchen würden, von denen die Hälfte {{c1::angeklagte}} Muggelstämmige waren.",1,07_harry_potter_und_die_heiligtuemer_des_todes
angeregt,,angeregt,ADJ,,,,,,,"Zurück auf dem Bahnsteig, stellten sie fest, dass Lily und Hugo, Rose' jüngerer Bruder, eine angeregte Diskussion darüber führten, in welches Haus der Sprechende Hut sie stecken würde, wenn sie endlich nach Hogwarts gehen würden.","Zurück auf dem Bahnsteig, stellten sie fest, dass Lily und Hugo, Rose' jüngerer Bruder, eine {{c1::angeregte}} Diskussion darüber führten, in welches Haus der Sprechende Hut sie stecken würde, wenn sie endlich nach Hogwarts gehen würden.",1,07_harry_potter_und_die_heiligtuemer_des_todes
angesammelt,,angesammelt,ADJ,,,,,,,Die neuesten stachen deutlich unter den in sechzehn Jahren angesammelten magischen Graffiti hervor und lauteten alle ähnlich.,Die neuesten stachen deutlich unter den in sechzehn Jahren {{c1::angesammelten}} magischen Graffiti hervor und lauteten alle ähnlich.,1,07_harry_potter_und_die_heiligtuemer_des_todes
anregendst,,anregendst,ADJ,,,,,,,"Dass er der anregendste und beliebteste aller Schulleiter von Hogwarts war, steht außer Frage.","Dass er der {{c1::anregendste}} und beliebteste aller Schulleiter von Hogwarts war, steht außer Frage.",1,07_harry_potter_und_die_heiligtuemer_des_todes
ansehnlich,,ansehnlich,ADJ,,,,,,,"Jetzt blieb nur noch ein ansehnlicher Stapel Zeitungen auf dem Schreibtisch neben seiner Schneeeule Hedwig: eine für jeden Tag, den Harry diesen Sommer im Ligusterweg verbracht hatte.","Jetzt blieb nur noch ein {{c1::ansehnlicher}} Stapel Zeitungen auf dem Schreibtisch neben seiner Schneeeule Hedwig: eine für jeden Tag, den Harry diesen Sommer im Ligusterweg verbracht hatte.",1,07_harry_potter_und_die_heiligtuemer_des_todes
appetitlich,,appetitlich,ADJ,,,,,,,»Appetitliches Mädchen … was für ein Leckerbissen … wie weich ihre Haut ist …«,»{{c1::Appetitliches}} Mädchen … was für ein Leckerbissen … wie weich ihre Haut ist …«,1,07_harry_potter_und_die_heiligtuemer_des_todes
aschgraues,,aschgraues,ADJ,,,,,,,"»Harry, nicht!«, bat ihn Hermine, doch er starrte weiter zornig in Lupins aschgraues Gesicht.","»Harry, nicht!«, bat ihn Hermine, doch er starrte weiter zornig in Lupins {{c1::aschgraues}} Gesicht.",1,07_harry_potter_und_die_heiligtuemer_des_todes
assist,,assist,ADJ,,,,,,,"Bitte sehr – permettez-moi zu assister vous«, sagte er zu zwei hübschen französischen Mädchen, die ihm kichernd erlaubten, sie nach drinnen zu geleiten.","Bitte sehr – permettez-moi zu {{c1::assister}} vous«, sagte er zu zwei hübschen französischen Mädchen, die ihm kichernd erlaubten, sie nach drinnen zu geleiten.",1,07_harry_potter_und_die_heiligtuemer_des_todes
atemraubend,,atemraubend,ADJ,,,,,,,"Harry ging zum Fenster, kehrte der atemraubenden Aussicht den Rücken und wartete, mit verschränkten Armen und kribbelnder Narbe.","Harry ging zum Fenster, kehrte der {{c1::atemraubenden}} Aussicht den Rücken und wartete, mit verschränkten Armen und kribbelnder Narbe.",1,07_harry_potter_und_die_heiligtuemer_des_todes
atmosphärischen,,atmosphärischen,ADJ,,,,,,,"falls nicht, dann ist irgendwas mit einem Atmosphärischen Zauber schiefgegangen, was dann schon schwieriger zu reparieren ist, dann würde ich es als Übergangsmaßnahme erst mal mit Impervius probieren, um seine Sachen zu schützen –«","falls nicht, dann ist irgendwas mit einem {{c1::Atmosphärischen}} Zauber schiefgegangen, was dann schon schwieriger zu reparieren ist, dann würde ich es als Übergangsmaßnahme erst mal mit Impervius probieren, um seine Sachen zu schützen –«",1,07_harry_potter_und_die_heiligtuemer_des_todes
aufbewahrt,,aufbewahrt,ADJ,,,,,,,"Bathilda zeigt mir einen von ihr aufbewahrten Brief, den Albus Dumbledore tief in der Nacht an Gellert Grindelwald geschickt hat.","Bathilda zeigt mir einen von ihr {{c1::aufbewahrten}} Brief, den Albus Dumbledore tief in der Nacht an Gellert Grindelwald geschickt hat.",1,07_harry_potter_und_die_heiligtuemer_des_todes
aufeinanderlegten,,aufeinanderlegten,ADJ,,,,,,,"Es dauerte einige Sekunden, bis Harry klar wurde, dass diese Prozedur einen Rhythmus hatte, dass die Papiere alle nach dem gleichen Schema angeordnet waren, und nach ein paar weiteren Sekunden wurde ihm klar, dass er gerade dabei zusah, wie Broschüren hergestellt wurden, dass die Papierquadrate Seiten waren, die sich aufeinanderlegten, falteten und auf magische Weise zusammenfügten, um sich dann neben jeder Hexe oder jedem Zauberer fein säuberlich aufzustapeln.","Es dauerte einige Sekunden, bis Harry klar wurde, dass diese Prozedur einen Rhythmus hatte, dass die Papiere alle nach dem gleichen Schema angeordnet waren, und nach ein paar weiteren Sekunden wurde ihm klar, dass er gerade dabei zusah, wie Broschüren hergestellt wurden, dass die Papierquadrate Seiten waren, die sich {{c1::aufeinanderlegten}}, falteten und auf magische Weise zusammenfügten, um sich dann neben jeder Hexe oder jedem Zauberer fein säuberlich aufzustapeln.",1,07_harry_potter_und_die_heiligtuemer_des_todes
aufeinanderwerfend,,aufeinanderwerfend,ADJ,,,,,,,"Der Hieb der silbernen Klinge war im Gebrüll der herannahenden Menge, im Lärm der sich aufeinanderwerfenden Riesen und heranstürmenden Zentauren nicht zu hören, und doch schien er alle Blicke auf sich zu ziehen.","Der Hieb der silbernen Klinge war im Gebrüll der herannahenden Menge, im Lärm der sich {{c1::aufeinanderwerfenden}} Riesen und heranstürmenden Zentauren nicht zu hören, und doch schien er alle Blicke auf sich zu ziehen.",1,07_harry_potter_und_die_heiligtuemer_des_todes
aufflackernd,,aufflackernd,ADJ,,,,,,,"Nun verspürte er jäh aufflackernde Ängste, nagende Zweifel:","Nun verspürte er jäh {{c1::aufflackernde}} Ängste, nagende Zweifel:",1,07_harry_potter_und_die_heiligtuemer_des_todes
aufgedunsen,,aufgedunsen,ADJ,,,,,,,"In dem Moment, als Scabior dies sagte, begann Harrys Narbe, die sich straff über seine aufgedunsene Stirn spannte, wild zu brennen.","In dem Moment, als Scabior dies sagte, begann Harrys Narbe, die sich straff über seine {{c1::aufgedunsene}} Stirn spannte, wild zu brennen.",1,07_harry_potter_und_die_heiligtuemer_des_todes
aufgedunsener,,aufgedunsener,ADJ,,,,,,,"Harry sah, wie Narzissa Malfoy sein aufgedunsenes Gesicht musterte.","Harry sah, wie Narzissa Malfoy sein {{c1::aufgedunsenes}} Gesicht musterte.",1,07_harry_potter_und_die_heiligtuemer_des_todes
aufgequollener,,aufgequollener,ADJ,,,,,,,"Da sein eigenes Gesicht eine aufgequollene Maske war, hatte Harry den Eindruck, zwischen den Stangen eines Käfigs hindurchzublicken.","Da sein eigenes Gesicht eine {{c1::aufgequollene}} Maske war, hatte Harry den Eindruck, zwischen den Stangen eines Käfigs hindurchzublicken.",1,07_harry_potter_und_die_heiligtuemer_des_todes
aufgestapelten,,aufgestapelten,ADJ,,,,,,,"Harrys Augen wanderten über die aufgestapelten Schuhe und Schirme, und er erinnerte sich daran, wie er jeden Morgen mit Blick auf die Unterseite der Treppe aufgewacht war, die häufig die ein oder andere Spinne zierte.","Harrys Augen wanderten über die {{c1::aufgestapelten}} Schuhe und Schirme, und er erinnerte sich daran, wie er jeden Morgen mit Blick auf die Unterseite der Treppe aufgewacht war, die häufig die ein oder andere Spinne zierte.",1,07_harry_potter_und_die_heiligtuemer_des_todes
aufgewirbelt,,aufgewirbelt,ADJ,,,,,,,"Harry hielt sich mit letzter Verzweiflung fest und jagte Schockzauber los, die ziellos durch die aufgewirbelte Nacht sausten.","Harry hielt sich mit letzter Verzweiflung fest und jagte Schockzauber los, die ziellos durch die {{c1::aufgewirbelte}} Nacht sausten.",1,07_harry_potter_und_die_heiligtuemer_des_todes
aufrappelt,,aufrappelt,ADJ,,,,,,,"»Ah, ja, ich erinnere mich«, sagte Voldemort und blickte hinab zu Neville, der sich nun wieder aufrappelte, unbewaffnet und schutzlos im Niemandsland zwischen den Überlebenden und den Todessern.","»Ah, ja, ich erinnere mich«, sagte Voldemort und blickte hinab zu Neville, der sich nun wieder {{c1::aufrappelte}}, unbewaffnet und schutzlos im Niemandsland zwischen den Überlebenden und den Todessern.",1,07_harry_potter_und_die_heiligtuemer_des_todes
aufwändig,,aufwändig,ADJ,,,,,,,"Er hatte das Gefühl, dass Dobby ein genauso aufwändiges Begräbnis verdiente, und doch lag der Elf hier zwischen Büschen in einem auf die Schnelle ausgehobenen Loch.","Er hatte das Gefühl, dass Dobby ein genauso {{c1::aufwändiges}} Begräbnis verdiente, und doch lag der Elf hier zwischen Büschen in einem auf die Schnelle ausgehobenen Loch.",1,07_harry_potter_und_die_heiligtuemer_des_todes
aufwühlend,,aufwühlend,ADJ,,,,,,,"Es war ein unangenehmes, aufwühlendes Gefühl.","Es war ein unangenehmes, {{c1::aufwühlendes}} Gefühl.",2,07_harry_potter_und_die_heiligtuemer_des_todes
augenlosen,,augenlosen,ADJ,,,,,,,"Die augenlosen Gesichter, die unter ihren Kapuzen verborgen waren, wandten sich ihm zu, während er vorüberkam, und er war sicher, dass sie ihn spürten, vielleicht die Anwesenheit eines Menschen spürten, der noch ein wenig Hoffnung, ein wenig Widerstandskraft besaß …","Die {{c1::augenlosen}} Gesichter, die unter ihren Kapuzen verborgen waren, wandten sich ihm zu, während er vorüberkam, und er war sicher, dass sie ihn spürten, vielleicht die Anwesenheit eines Menschen spürten, der noch ein wenig Hoffnung, ein wenig Widerstandskraft besaß …",2,07_harry_potter_und_die_heiligtuemer_des_todes
ausgebleicht,,ausgebleicht,ADJ,,,,,,,"Ron, der in den Falten der ausgebleichten Vorhänge gesucht hatte, sah enttäuscht aus.","Ron, der in den Falten der {{c1::ausgebleichten}} Vorhänge gesucht hatte, sah enttäuscht aus.",1,07_harry_potter_und_die_heiligtuemer_des_todes
ausgeblichen,,ausgeblichen,ADJ,,,,,,,Hermine stöberte kurz herum und zog dann einen großen Band in ausgeblichenem schwarzem Leder aus dem Stapel.,Hermine stöberte kurz herum und zog dann einen großen Band in {{c1::ausgeblichenem}} schwarzem Leder aus dem Stapel.,2,07_harry_potter_und_die_heiligtuemer_des_todes
ausgegraben,,ausgegraben,ADJ,,,,,,,"Rasch kehrte er den neugierigen und freudestrahlenden Gesichtern den Rücken zu, der Raum der Wünsche verschwand, und er stand in einer verfallenen Steinhütte, die fauligen Dielen zu seinen Füßen waren auseinandergerissen, ein ausgegrabenes goldenes Kästchen lag offen und leer neben dem Loch, und Voldemorts zorniger Schrei erschütterte seinen Kopf.","Rasch kehrte er den neugierigen und freudestrahlenden Gesichtern den Rücken zu, der Raum der Wünsche verschwand, und er stand in einer verfallenen Steinhütte, die fauligen Dielen zu seinen Füßen waren auseinandergerissen, ein {{c1::ausgegrabenes}} goldenes Kästchen lag offen und leer neben dem Loch, und Voldemorts zorniger Schrei erschütterte seinen Kopf.",1,07_harry_potter_und_die_heiligtuemer_des_todes
ausgehoben,,ausgehoben,ADJ,,,,,,,"Er hatte das Gefühl, dass Dobby ein genauso aufwändiges Begräbnis verdiente, und doch lag der Elf hier zwischen Büschen in einem auf die Schnelle ausgehobenen Loch.","Er hatte das Gefühl, dass Dobby ein genauso aufwändiges Begräbnis verdiente, und doch lag der Elf hier zwischen Büschen in einem auf die Schnelle {{c1::ausgehobenen}} Loch.",2,07_harry_potter_und_die_heiligtuemer_des_todes
ausgelegt,,ausgelegt,ADJ,,,,,,,"Harry sah zu, wie Thicknesse den mit einem dicken Teppich ausgelegten Korridor entlangging.","Harry sah zu, wie Thicknesse den mit einem dicken Teppich {{c1::ausgelegten}} Korridor entlangging.",2,07_harry_potter_und_die_heiligtuemer_des_todes
ausgemustert,,ausgemustert,ADJ,,,,,,,"»Warte«, sagte Hermine und knallte Trips mit Trollen mit ziemlich grimmiger Miene auf den Stapel der ausgemusterten Bücher.","»Warte«, sagte Hermine und knallte Trips mit Trollen mit ziemlich grimmiger Miene auf den Stapel der {{c1::ausgemusterten}} Bücher.",1,07_harry_potter_und_die_heiligtuemer_des_todes
ausgesprochener,,ausgesprochener,ADJ,,,,,,,"Er versuchte eine Menge nie ausgesprochener Dinge in die Umarmung zu legen, und vielleicht verstand sie es, denn als er sie losließ, tätschelte sie ihm unbeholfen die Wange und fuchtelte dann etwas ziellos mit dem Zauberstab herum, worauf eine halbe Packung Schinkenspeck aus der Pfanne sprang und auf den Boden klatschte.","Er versuchte eine Menge nie {{c1::ausgesprochener}} Dinge in die Umarmung zu legen, und vielleicht verstand sie es, denn als er sie losließ, tätschelte sie ihm unbeholfen die Wange und fuchtelte dann etwas ziellos mit dem Zauberstab herum, worauf eine halbe Packung Schinkenspeck aus der Pfanne sprang und auf den Boden klatschte.",1,07_harry_potter_und_die_heiligtuemer_des_todes
ausgestattet,,ausgestattet,ADJ,,,,,,,"»Gut«, sagte Moody, als ihm endlich sieben angekleidete, mit Brille und Gepäck ausgestattete Harrys gegenüberstanden.","»Gut«, sagte Moody, als ihm endlich sieben angekleidete, mit Brille und Gepäck {{c1::ausgestattete}} Harrys gegenüberstanden.",1,07_harry_potter_und_die_heiligtuemer_des_todes
ausgestreut,,ausgestreut,ADJ,,,,,,,"Harry hatte keine Ahnung gehabt, wo sie waren, doch nun sah er im flackernden Licht einer einzelnen Kerze die schmuddelige, mit Sägemehl ausgestreute Bar des Eberkopfs.","Harry hatte keine Ahnung gehabt, wo sie waren, doch nun sah er im flackernden Licht einer einzelnen Kerze die schmuddelige, mit Sägemehl {{c1::ausgestreute}} Bar des Eberkopfs.",1,07_harry_potter_und_die_heiligtuemer_des_todes
ausufernd,,ausufernd,ADJ,,,,,,,"Harry fragte sich ständig, ob sie nur deshalb bereit gewesen waren, ihn auf einer, wie es nun schien, sinnlosen und ausufernden Reise zu begleiten, weil sie geglaubt hatten, dass er eine Art Geheimplan habe, von dem sie rechtzeitig erfahren würden.","Harry fragte sich ständig, ob sie nur deshalb bereit gewesen waren, ihn auf einer, wie es nun schien, sinnlosen und {{c1::ausufernden}} Reise zu begleiten, weil sie geglaubt hatten, dass er eine Art Geheimplan habe, von dem sie rechtzeitig erfahren würden.",1,07_harry_potter_und_die_heiligtuemer_des_todes
außenste'end,,außenste'end,ADJ,,,,,,,Jemand 'at einem Außenste'enden verse'entlisch das Datum genannt.,Jemand 'at einem {{c1::Außenste'enden}} verse'entlisch das Datum genannt.,1,07_harry_potter_und_die_heiligtuemer_des_todes
bahnbrechend,,bahnbrechend,ADJ,,,,,,,"Ich frage, ob Kimmkorn immer noch mit Harry Potter Kontakt hat, mit dem sie letztes Jahr ein so berühmtes Interview geführt hat: ein bahnbrechender Beitrag, in dem Potter exklusiv von seiner Überzeugung sprach, dass Du-weißt-schon-wer zurückgekehrt sei.","Ich frage, ob Kimmkorn immer noch mit Harry Potter Kontakt hat, mit dem sie letztes Jahr ein so berühmtes Interview geführt hat: ein {{c1::bahnbrechender}} Beitrag, in dem Potter exklusiv von seiner Überzeugung sprach, dass Du-weißt-schon-wer zurückgekehrt sei.",2,07_harry_potter_und_die_heiligtuemer_des_todes
barden‹,,barden‹,ADJ,,,,,,,"»Miss Hermine Jean Granger hinterlasse ich mein Exemplar der ›Märchen von Beedle dem Barden‹, in der Hoffnung, sie möge sie unterhaltsam und lehrreich finden.«","»Miss Hermine Jean Granger hinterlasse ich mein Exemplar der ›Märchen von Beedle dem {{c1::Barden‹}}, in der Hoffnung, sie möge sie unterhaltsam und lehrreich finden.«",1,07_harry_potter_und_die_heiligtuemer_des_todes
bassetartig,,bassetartig,ADJ,,,,,,,"Hagrid mit seinem struppigen Haar und Bart, der gebückt dastand, um mit dem Kopf nicht an die Decke zu stoßen, und Mundungus Fletcher, klein, schmutzig und erbärmlich, mit seinen matten, bassetartigen Hundeaugen und dem verfilzten Haar.","Hagrid mit seinem struppigen Haar und Bart, der gebückt dastand, um mit dem Kopf nicht an die Decke zu stoßen, und Mundungus Fletcher, klein, schmutzig und erbärmlich, mit seinen matten, {{c1::bassetartigen}} Hundeaugen und dem verfilzten Haar.",1,07_harry_potter_und_die_heiligtuemer_des_todes
bedeutender,,bedeutender,ADJ,,,,,,,"Zufall und Glück und die Tatsache, dass du dich heulend hinter den Rücken bedeutenderer Männer und Frauen geduckt und es zugelassen hast, dass ich sie statt deiner töte!","Zufall und Glück und die Tatsache, dass du dich heulend hinter den Rücken {{c1::bedeutenderer}} Männer und Frauen geduckt und es zugelassen hast, dass ich sie statt deiner töte!",1,07_harry_potter_und_die_heiligtuemer_des_todes
beerengroßen,,beerengroßen,ADJ,,,,,,,"Zwei alte, sturmgebeugte Holzapfelbäume, die keine Blätter hatten, aber noch schwer behangen waren mit beerengroßen roten Früchten und buschigen Mistelkronen mit weißen Perlen, standen zu beiden Seiten der Haustür Wache.","Zwei alte, sturmgebeugte Holzapfelbäume, die keine Blätter hatten, aber noch schwer behangen waren mit {{c1::beerengroßen}} roten Früchten und buschigen Mistelkronen mit weißen Perlen, standen zu beiden Seiten der Haustür Wache.",1,07_harry_potter_und_die_heiligtuemer_des_todes
begehrenswert,,begehrenswert,ADJ,,,,,,,"Seine Geschichte ist blutig, doch das könnte einfach daran liegen, dass er ein so begehrenswertes Objekt ist und in den Zauberern derartige Leidenschaften entfacht.","Seine Geschichte ist blutig, doch das könnte einfach daran liegen, dass er ein so {{c1::begehrenswertes}} Objekt ist und in den Zauberern derartige Leidenschaften entfacht.",1,07_harry_potter_und_die_heiligtuemer_des_todes
begrenzt,,begrenzt,ADJ,,,,,,,Bellatrix schritt aus Harrys begrenztem Gesichtsfeld hinaus.,Bellatrix schritt aus Harrys {{c1::begrenztem}} Gesichtsfeld hinaus.,1,07_harry_potter_und_die_heiligtuemer_des_todes
belanglos,,belanglos,ADJ,,,,,,,"Doch für Dumbledore war die Tatsache, dass ihre Familien Seite an Seite auf demselben Friedhof lagen, offenbar ein belangloser Zufall gewesen, vielleicht unerheblich für die Mission, die er Harry aufgetragen hatte.","Doch für Dumbledore war die Tatsache, dass ihre Familien Seite an Seite auf demselben Friedhof lagen, offenbar ein {{c1::belangloser}} Zufall gewesen, vielleicht unerheblich für die Mission, die er Harry aufgetragen hatte.",1,07_harry_potter_und_die_heiligtuemer_des_todes
beliebig,,beliebig,ADJ,,,,,,,"Während seines Getrommels versuchte Ron immer wieder, das richtige Passwort zu erwischen, indem er irgendwelche beliebigen Wortfolgen vor sich hin murmelte.","Während seines Getrommels versuchte Ron immer wieder, das richtige Passwort zu erwischen, indem er irgendwelche {{c1::beliebigen}} Wortfolgen vor sich hin murmelte.",1,07_harry_potter_und_die_heiligtuemer_des_todes
bemalt,,bemalt,ADJ,,,,,,,"Er sah, wie das Lächeln des kleinen Jungen verblasste, als er so nahe zu ihm hingelaufen war, dass er unter die Kapuze seines Umhangs sehen konnte, er sah, wie Angst sein bemaltes Gesicht verdüsterte:","Er sah, wie das Lächeln des kleinen Jungen verblasste, als er so nahe zu ihm hingelaufen war, dass er unter die Kapuze seines Umhangs sehen konnte, er sah, wie Angst sein {{c1::bemaltes}} Gesicht verdüsterte:",2,07_harry_potter_und_die_heiligtuemer_des_todes
beschaulich,,beschaulich,ADJ,,,,,,,"Wir hatten einen sehr beschaulichen Geburtstagstee, nur wir und die alte Bathilda, die immer nett zu uns war und ganz vernarrt ist in Harry.","Wir hatten einen sehr {{c1::beschaulichen}} Geburtstagstee, nur wir und die alte Bathilda, die immer nett zu uns war und ganz vernarrt ist in Harry.",1,07_harry_potter_und_die_heiligtuemer_des_todes
beschienen,,beschienen,ADJ,,,,,,,"sie stand, die Arme um sich geschlungen, mitten in dem von Kerzen beschienenen Elend und sah zum Bücherschrank hinüber.","sie stand, die Arme um sich geschlungen, mitten in dem von Kerzen {{c1::beschienenen}} Elend und sah zum Bücherschrank hinüber.",1,07_harry_potter_und_die_heiligtuemer_des_todes
